Country,Position,Rank,Agent_IDs,Original_USD,Converted_PKR,Final_PKR
United States,3|0.235,Bronze,3196,0.235000,65.80,92.12
United States,3|0.235,Bronze,3196,0.235000,65.80,92.12
United States,3|1.126,Bronze,2495,1.126000,315.28,378.34
