Country,Rank,Agent_IDs,Original_USD,Converted_PKR,Final_PKR
Pakistan,Bronze,"2579,3160,3193",0.216000,60.48,84.67
Pakistan,Bronze,3168,0.163000,45.64,68.46
Kosovo,Bronze,3168,0.063000,17.64,28.22
